"p_val" "avg_logFC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"HSP90AB13" 2.57712619830219e-15 0.331322132320571 0.978 0.766 5.0256537993091e-11 "11" "HSP90AB1"
"MBOAT21" 2.72002873986383e-15 0.298718923369915 0.163 0.05 5.30432804560846e-11 "11" "MBOAT2"
"VPS281" 2.74332556139032e-15 0.393204728094651 0.172 0.043 5.34975917726727e-11 "11" "VPS28"
"CDK5RAP23" 2.94875771228472e-15 0.499177034186761 0.245 0.1 5.75037241472643e-11 "11" "CDK5RAP2"
"PGRMC21" 2.95654845694372e-15 0.542127432475962 0.32 0.16 5.76556514588594e-11 "11" "PGRMC2"
"ZFP4621" 3.28453760072605e-15 0.418738372665734 0.132 0.029 6.40517677517588e-11 "11" "ZFP462"
"CNN34" 3.57188450461616e-15 0.406867672304556 0.32 0.164 6.96553197245197e-11 "11" "CNN3"
"ITGB82" 3.64880386730714e-15 0.470853864440386 0.276 0.114 7.11553242163565e-11 "11" "ITGB8"
"RGS201" 3.83745054608957e-15 0.357206927659496 0.229 0.088 7.48341230992927e-11 "11" "RGS20"
"ARHGAP20" 3.87901489796733e-15 0.558503373729754 0.119 0.022 7.5644669525261e-11 "11" "ARHGAP20"
"SELM" 3.87910911333888e-15 0.351810382354149 0.11 0.016 7.56465068192215e-11 "11" "SELM"
"PTPRT" 4.21520002804994e-15 0.440054137000265 0.147 0.033 8.22006157470019e-11 "11" "PTPRT"
"STAU2" 5.02508422504379e-15 0.480198287806552 0.201 0.068 9.79941674725789e-11 "11" "STAU2"
"MYEF23" 5.7168588252599e-15 0.539201119213891 0.238 0.097 1.11484463951393e-10 "11" "MYEF2"
"EPS82" 6.00343754264428e-15 0.332519547923999 0.27 0.117 1.17073035519106e-10 "11" "EPS8"
"AP3B2" 6.18876388408444e-15 0.37891047841843 0.107 0.017 1.20687084503531e-10 "11" "AP3B2"
"NDFIP1" 6.3187776335627e-15 0.487238614446905 0.257 0.107 1.23222482632106e-10 "11" "NDFIP1"
"UQCR112" 6.72513332918357e-15 0.512392625435302 0.455 0.273 1.31146825052409e-10 "11" "UQCR11"
"ELOVL4" 6.95253626755514e-15 0.428289618318496 0.11 0.018 1.35581409753593e-10 "11" "ELOVL4"
"2310044G17RIK" 7.18237376284168e-15 0.359431053065363 0.132 0.025 1.40063470749176e-10 "11" "2310044G17RIK"
"GM128921" 8.50626240597885e-15 0.726643764964455 0.16 0.054 1.65880623178994e-10 "11" "GM12892"
"NDUFC23" 8.94016256288332e-15 0.514970787142492 0.511 0.315 1.74342110138788e-10 "11" "NDUFC2"
"ZFP428" 9.39048249118977e-15 0.468483100622581 0.116 0.022 1.83123799060692e-10 "11" "ZFP428"
"CBR32" 9.87120183027517e-15 0.45875914249014 0.179 0.052 1.92498306892196e-10 "11" "CBR3"
"NDUFS42" 1.05910172256911e-14 0.501589731610617 0.351 0.187 2.06535426918202e-10 "11" "NDUFS4"
"SNRPN1" 1.13900800606119e-14 0.426927046242329 0.119 0.025 2.22117951261993e-10 "11" "SNRPN"
"SRM3" 1.21085460393544e-14 0.566768200954826 0.169 0.063 2.36128756313449e-10 "11" "SRM"
"TOX3" 1.29695611178234e-14 0.455397553145736 0.107 0.017 2.52919411358673e-10 "11" "TOX3"
"FERMT24" 1.34713874302468e-14 0.158691251314429 0.448 0.289 2.62705526277244e-10 "11" "FERMT2"
"EML5" 1.46963516993394e-14 0.364221879032882 0.125 0.026 2.86593554488818e-10 "11" "EML5"
"SEP15" 1.54635187857365e-14 0.35334898564225 0.213 0.067 3.01554079840648e-10 "11" "SEP15"
"CALCRL1" 1.61570009421856e-14 0.480575495974398 0.135 0.035 3.15077675373561e-10 "11" "CALCRL"
"RPL53" 1.68179651021629e-14 0.246662692562829 0.26 0.112 3.27967137457278e-10 "11" "RPL5"
"CDH22" 1.70156141578271e-14 0.248715948716573 0.313 0.164 3.31821491691787e-10 "11" "CDH2"
"COX6C3" 1.74965302911615e-14 0.373215590921733 0.646 0.415 3.4119983720794e-10 "11" "COX6C"
"CAMSAP2" 1.75980586047214e-14 0.522988475095933 0.282 0.128 3.43179740850672e-10 "11" "CAMSAP2"
"HNRNPK2" 1.790340190136e-14 0.415826542612917 0.549 0.344 3.49134240478421e-10 "11" "HNRNPK"
"2610524H06RIK1" 2.00524943991392e-14 0.516627435214469 0.135 0.038 3.91043693277613e-10 "11" "2610524H06RIK"
"MIDN" 2.12996690442237e-14 0.460220389156333 0.179 0.059 4.15364846031406e-10 "11" "MIDN"
"DEGS11" 2.16295375173215e-14 0.518623722829873 0.326 0.181 4.21797611125286e-10 "11" "DEGS1"
"TAF91" 2.43300924038013e-14 0.336853692857419 0.141 0.03 4.74461131966529e-10 "11" "TAF9"
"PHPT1" 2.44939386491753e-14 0.570553930039919 0.216 0.09 4.77656297597567e-10 "11" "PHPT1"
"NCKAP12" 2.51189682934836e-14 0.403227988955214 0.27 0.122 4.89845000691224e-10 "11" "NCKAP1"
"ENC1" 2.66970351725454e-14 0.473860942136046 0.194 0.07 5.20618882899807e-10 "11" "ENC1"
"RDH112" 2.69711961040882e-14 0.475854638065065 0.229 0.09 5.25965295225824e-10 "11" "RDH11"
"ATAD11" 2.75392144561992e-14 0.478259598577488 0.223 0.089 5.3704222111034e-10 "11" "ATAD1"
"APLP22" 2.78138445795953e-14 0.381515527538066 0.683 0.458 5.42397783146689e-10 "11" "APLP2"
"TMCO3" 2.88712161429278e-14 0.46539932311147 0.129 0.036 5.63017586003235e-10 "11" "TMCO3"
"RPL212" 3.10805726683178e-14 0.128223174131936 0.329 0.176 6.06102247604866e-10 "11" "RPL21"
"TOP2B1" 3.2300938247802e-14 0.431006569509409 0.451 0.265 6.29900596770387e-10 "11" "TOP2B"
"AGPAT4" 3.25585302264046e-14 0.541780943744722 0.179 0.064 6.34923897945117e-10 "11" "AGPAT4"
"ARL6IP12" 3.3257756855578e-14 0.486809733600986 0.787 0.553 6.48559516440627e-10 "11" "ARL6IP1"
"NDUFB83" 3.33103079235593e-14 0.523002639166216 0.386 0.226 6.4958431481733e-10 "11" "NDUFB8"
"RBMXL12" 3.33872071293808e-14 0.470379124485137 0.219 0.088 6.51083926230056e-10 "11" "RBMXL1"
"DNAJA12" 3.41256020252053e-14 0.444602500613005 0.486 0.29 6.65483365093529e-10 "11" "DNAJA1"
"NETO21" 3.52449577493324e-14 0.410419399342891 0.11 0.022 6.87311921069732e-10 "11" "NETO2"
"METRN2" 3.74485801172079e-14 0.479342740007881 0.197 0.067 7.30284760865672e-10 "11" "METRN"
"ARL34" 3.8208898060602e-14 0.457275421543479 0.282 0.135 7.45111721079799e-10 "11" "ARL3"
"EEF1E11" 4.00929897440478e-14 0.524941416080632 0.157 0.049 7.81853392998675e-10 "11" "EEF1E1"
"NLGN1" 4.06630650928806e-14 0.437433538852303 0.144 0.035 7.92970432376264e-10 "11" "NLGN1"
"SCD1" 4.27199557067798e-14 0.380255297112595 0.141 0.036 8.33081856237913e-10 "11" "SCD1"
"TSC22D11" 4.80208466027175e-14 0.275932859564887 0.361 0.201 9.36454529599594e-10 "11" "TSC22D1"
"METTL92" 5.44964930337993e-14 0.535733700875171 0.223 0.097 1.06273611065212e-09 "11" "METTL9"
"TRIB1" 5.79006474452567e-14 0.517358936170794 0.201 0.077 1.12912052582995e-09 "11" "TRIB1"
"XRCC5" 5.89177717263923e-14 0.424651895757103 0.147 0.044 1.14895546643638e-09 "11" "XRCC5"
"CDK2AP11" 5.99269774642305e-14 0.474106970644135 0.147 0.042 1.16863598752996e-09 "11" "CDK2AP1"
"CFL12" 7.11838375322098e-14 0.435123892704263 0.665 0.434 1.38815601571562e-09 "11" "CFL1"
"RPL92" 7.66587101900788e-14 0.370743488916759 0.273 0.118 1.49492150741673e-09 "11" "RPL9"
"SPATS2L2" 7.69971846985903e-14 0.473681712045343 0.16 0.05 1.50152209880721e-09 "11" "SPATS2L"
"PJA1" 7.79009209491774e-14 0.46993344321581 0.16 0.051 1.51914585942991e-09 "11" "PJA1"
"CIT1" 8.0785413076768e-14 0.441792461783113 0.15 0.045 1.57539634041005e-09 "11" "CIT"
"DHCR7" 8.53298659999627e-14 0.436926792887079 0.15 0.04 1.66401771686527e-09 "11" "DHCR7"
"SNRPD12" 8.98773357910725e-14 0.51970874173896 0.304 0.168 1.75269792526171e-09 "11" "SNRPD1"
"GUCY1A31" 9.05078572452907e-14 0.353366303960458 0.179 0.066 1.76499372414041e-09 "11" "GUCY1A3"
"KIF1B1" 9.31790403272777e-14 0.17117647084402 0.561 0.372 1.81708446542224e-09 "11" "KIF1B"
"ABHD22" 9.44301973243257e-14 0.517120197907639 0.191 0.068 1.84148327802167e-09 "11" "ABHD2"
"PYGO11" 1.00677963188878e-13 0.415996977862167 0.141 0.036 1.96332096014631e-09 "11" "PYGO1"
"ATP5B4" 1.01748417279667e-13 0.474426976481962 0.555 0.355 1.98419588537079e-09 "11" "ATP5B"
"TMBIM62" 1.14843476797083e-13 0.404076720165238 0.652 0.432 2.23956264101991e-09 "11" "TMBIM6"
"COX6B13" 1.15312163061091e-13 0.425832139840588 0.655 0.425 2.24870249185434e-09 "11" "COX6B1"
"PDE4B1" 1.36429936269953e-13 0.442762083869678 0.21 0.083 2.66052018720035e-09 "11" "PDE4B"
"NCAM11" 1.36554833707134e-13 0.406859803322086 0.288 0.134 2.66295581212281e-09 "11" "NCAM1"
"PDE4DIP" 1.36633236270084e-13 0.372601903789447 0.166 0.055 2.6644847405029e-09 "11" "PDE4DIP"
"MDGA21" 1.36657306631471e-13 0.433367683705686 0.163 0.046 2.66495413662031e-09 "11" "MDGA2"
"GM122221" 1.3835656834424e-13 0.728895358216508 0.185 0.079 2.69809143928103e-09 "11" "GM12222"
"PARK72" 1.39339347167904e-13 0.478123063302065 0.386 0.226 2.71725660912129e-09 "11" "PARK7"
"ATPIF14" 1.44775810113319e-13 0.404787603293711 0.589 0.38 2.82327307301983e-09 "11" "ATPIF1"
"PSMA31" 1.48430076987214e-13 0.348353839236313 0.238 0.101 2.89453493132765e-09 "11" "PSMA3"
"NASP2" 1.53186899472967e-13 0.391977388309769 0.332 0.183 2.98729772662234e-09 "11" "NASP"
"ZWINT1" 1.56685169311496e-13 0.46284198340565 0.182 0.068 3.05551748674349e-09 "11" "ZWINT"
"SLITRK21" 1.63989473552457e-13 0.300648295003497 0.204 0.076 3.19795872374646e-09 "11" "SLITRK2"
"CCNH1" 1.75629317900677e-13 0.45693031752407 0.235 0.1 3.4249473283811e-09 "11" "CCNH"
"DOCK91" 2.15877630269335e-13 0.481366651071002 0.169 0.056 4.2098296678823e-09 "11" "DOCK9"
"PPIA2" 2.23406839109241e-13 0.278012161211966 0.379 0.206 4.3566567694693e-09 "11" "PPIA"
"SYN2" 2.4658093270738e-13 0.352760612510384 0.11 0.021 4.80857476872662e-09 "11" "SYN2"
"CD3022" 2.48083516205236e-13 0.483367600620785 0.32 0.179 4.83787664951831e-09 "11" "CD302"
"PUF60" 2.68402274601327e-13 0.430351916827086 0.229 0.099 5.23411275700048e-09 "11" "PUF60"
"KRT10" 3.23166886736804e-13 0.46856139413058 0.125 0.03 6.30207745825442e-09 "11" "KRT10"
"ALG21" 3.39785917836965e-13 0.46972443852947 0.191 0.071 6.62616518373866e-09 "11" "ALG2"
"SMS" 3.46567402741261e-13 0.404831053355583 0.122 0.03 6.75841092085734e-09 "11" "SMS"
"ARXES21" 3.75387306528962e-13 0.4137822737141 0.157 0.047 7.32042786462129e-09 "11" "ARXES2"
"SPCS2" 3.85927323891864e-13 0.404262951439039 0.583 0.381 7.52596874321525e-09 "11" "SPCS2"
"COX8A5" 3.88693571455187e-13 0.337367206393883 0.63 0.412 7.5799133369476e-09 "11" "COX8A"
"DHX361" 4.02611276852266e-13 0.37831714951197 0.426 0.253 7.85132250989605e-09 "11" "DHX36"
"NDUFA16" 4.14700581607594e-13 0.44323077971466 0.442 0.272 8.08707604192970e-09 "11" "NDUFA1"
"BRMS1L1" 4.59767866168232e-13 0.470586057924701 0.157 0.049 8.96593315814669e-09 "11" "BRMS1L"
"GPHN2" 4.72339839264375e-13 0.402281525894576 0.219 0.09 9.21109920549457e-09 "11" "GPHN"
"SEPT81" 4.79669702172966e-13 0.443287463336157 0.16 0.052 9.35403886207502e-09 "11" "SEPT8"
"CPQ1" 4.86559542407382e-13 0.462018632298137 0.285 0.137 9.48839763648636e-09 "11" "CPQ"
"PQBP1" 5.1642731002362e-13 0.514909046962104 0.245 0.112 1.00708489727706e-08 "11" "PQBP1"
"TMOD21" 5.20260675929269e-13 0.334460799400912 0.21 0.084 1.01456034412967e-08 "11" "TMOD2"
"APPL11" 6.35990645837461e-13 0.405222246615051 0.27 0.133 1.24024535844763e-08 "11" "APPL1"
"GM2A1" 6.44349867077566e-13 0.518066789131628 0.342 0.183 1.25654667578796e-08 "11" "GM2A"
"MAPK10" 6.48507242207218e-13 0.342364811616905 0.154 0.046 1.26465397302829e-08 "11" "MAPK10"
"PCMT11" 6.69203867054239e-13 0.444930163001513 0.329 0.182 1.30501446114247e-08 "11" "PCMT1"
"NIPA1" 6.70033065730584e-13 0.319564566403313 0.141 0.043 1.30663148148121e-08 "11" "NIPA1"
"RUFY3" 6.7431472192789e-13 0.357009606910971 0.248 0.109 1.31498113923158e-08 "11" "RUFY3"
"POU3F31" 7.82836680405456e-13 0.280150020272341 0.251 0.117 1.52660981045868e-08 "11" "POU3F3"
"GDPD1" 8.35706196596401e-13 0.393565466191491 0.132 0.035 1.62971065398264e-08 "11" "GDPD1"
"SMARCC11" 9.15738100131149e-13 0.461260722011942 0.361 0.21 1.78578086906575e-08 "11" "SMARCC1"
"CACYBP3" 9.30275757086157e-13 0.504353303350945 0.414 0.25 1.81413075389371e-08 "11" "CACYBP"
"ACAT15" 9.43975500857688e-13 0.332171759449252 0.373 0.219 1.84084662422258e-08 "11" "ACAT1"
"NFIA1" 9.97951710399416e-13 0.253127758660343 0.339 0.191 1.9461056304499e-08 "11" "NFIA"
"RPS27A3" 1.02463664112759e-12 0.165768602270596 0.32 0.168 1.99814391386291e-08 "11" "RPS27A"
"SERINC11" 1.08889730238995e-12 0.386166833989181 0.646 0.441 2.12345862939063e-08 "11" "SERINC1"
"RPL36A2" 1.33244268182436e-12 0.232218076863833 0.204 0.083 2.59839647382569e-08 "11" "RPL36A"
"FNTA" 1.35776392464613e-12 0.488401177145436 0.248 0.111 2.64777542945241e-08 "11" "FNTA"
"GM123463" 1.38198063641142e-12 0.574516151716882 0.307 0.228 2.6950004390659e-08 "11" "GM12346"
"RCAN2" 1.41891311817697e-12 0.379507881320181 0.107 0.023 2.76702247175692e-08 "11" "RCAN2"
"NDUFA82" 1.43921500478126e-12 0.446108258614343 0.345 0.203 2.80661318082393e-08 "11" "NDUFA8"
"CNRIP11" 1.46718673665316e-12 0.406114576451487 0.147 0.046 2.86116085514734e-08 "11" "CNRIP1"
"DDR11" 1.49752695504198e-12 0.402455094932924 0.119 0.028 2.92032731502737e-08 "11" "DDR1"
"AGFG11" 1.52851410819527e-12 0.440321884482861 0.238 0.106 2.9807553623916e-08 "11" "AGFG1"
"XYLT1" 1.57202067559736e-12 0.56439927816432 0.116 0.026 3.06559751948241e-08 "11" "XYLT1"
"SLC25A55" 1.64410866194081e-12 0.374385915906462 0.777 0.528 3.20617630165078e-08 "11" "SLC25A5"
"NAP1L12" 1.64631454037193e-12 0.476712126119626 0.37 0.219 3.2104779851793e-08 "11" "NAP1L1"
"IDH3A2" 1.64891983706423e-12 0.528744122237947 0.197 0.085 3.21555857425895e-08 "11" "IDH3A"
"HNRNPC2" 1.68594029499371e-12 0.373225340422225 0.633 0.425 3.28775216926724e-08 "11" "HNRNPC"
"VDAC11" 1.90047851027469e-12 0.366277519928671 0.335 0.197 3.70612314288668e-08 "11" "VDAC1"
"CXCL141" 1.93542332009352e-12 0.102421901235005 0.37 0.239 3.77426901651437e-08 "11" "CXCL14"
"MT.ND13" 2.00902427364377e-12 0.386113276855761 0.944 0.696 3.91779823603271e-08 "11" "MT.ND1"
"PJA21" 2.08351269355001e-12 0.394423558999897 0.288 0.147 4.06305810369188e-08 "11" "PJA2"
"METRNL" 2.30362146634432e-12 0.378961313788104 0.113 0.028 4.49229222151806e-08 "11" "METRNL"
"MIF3" 2.55907132708542e-12 0.460305052858886 0.376 0.233 4.99044499494928e-08 "11" "MIF"
"SNRPD21" 3.12023758619494e-12 0.489633139915815 0.285 0.166 6.08477531683875e-08 "11" "SNRPD2"
"ABHD17B" 3.20329741751715e-12 0.320592766977205 0.169 0.064 6.2467502939002e-08 "11" "ABHD17B"
"HNRNPAB4" 3.20694586593693e-12 0.413564310003646 0.505 0.326 6.25386513316362e-08 "11" "HNRNPAB"
"WHSC11" 3.20966325179824e-12 0.596200066282706 0.317 0.181 6.25916430733174e-08 "11" "WHSC1"
"FMN21" 3.37727539065872e-12 0.398753845896428 0.176 0.06 6.58602473932358e-08 "11" "FMN2"
"SAR1B" 3.57517770479335e-12 0.486506859504697 0.235 0.119 6.9719540421175e-08 "11" "SAR1B"
"LRCH2" 3.82649507813168e-12 0.34060825577201 0.107 0.023 7.46204805186459e-08 "11" "LRCH2"
"NDUFAF22" 3.9648136148675e-12 0.507099218232504 0.263 0.134 7.73178303035311e-08 "11" "NDUFAF2"
"ORAI12" 4.29012890107329e-12 0.441197643632933 0.257 0.124 8.36618036998303e-08 "11" "ORAI1"
"REEP12" 4.36593285078301e-12 0.422593703598527 0.107 0.026 8.51400565231194e-08 "11" "REEP1"
"RPL151" 4.51225503049497e-12 0.413791934094016 0.207 0.084 8.79934853496824e-08 "11" "RPL15"
"RABGAP1L1" 4.51865821309235e-12 0.391732239247891 0.154 0.053 8.81183538135139e-08 "11" "RABGAP1L"
"MALSU1" 4.83991588241156e-12 0.419316778767124 0.191 0.08 9.43831996229078e-08 "11" "MALSU1"
"NBEA1" 5.09514712567636e-12 0.378142820748047 0.223 0.098 9.93604640978146e-08 "11" "NBEA"
"PRKCA" 5.3986978837555e-12 0.369703345347823 0.113 0.028 1.05280007431116e-07 "11" "PRKCA"
"NSDHL" 5.60602045072017e-12 0.444741812631406 0.125 0.035 1.09323004809494e-07 "11" "NSDHL"
"HSPH11" 5.86533447073973e-12 0.491889551178486 0.197 0.087 1.14379887513896e-07 "11" "HSPH1"
"NDUFB41" 6.25321144111524e-12 0.464639157805739 0.263 0.132 1.21943876313188e-07 "11" "NDUFB4"
"DDX39B1" 6.56939558848107e-12 0.425142423193926 0.326 0.186 1.28109783370969e-07 "11" "DDX39B"
"PTPRA2" 7.01610838532455e-12 0.310856302352066 0.511 0.335 1.36821129622214e-07 "11" "PTPRA"
"EPDR1" 7.05285662651621e-12 0.495880091672018 0.132 0.037 1.37537757073693e-07 "11" "EPDR1"
"RPL112" 7.05306626298094e-12 0.436180440955703 0.386 0.215 1.37541845194391e-07 "11" "RPL11"
"DTYMK4" 7.2938750120359e-12 0.455097407191663 0.207 0.1 1.42237856609712e-07 "11" "DTYMK"
"TPT12" 7.69530437462872e-12 0.201802264381223 0.329 0.189 1.50066130609635e-07 "11" "TPT1"
"CIRBP1" 8.03318717393805e-12 0.385719022896241 0.21 0.091 1.56655183078966e-07 "11" "CIRBP"
"GNAS3" 8.15222680719654e-12 0.106127295089472 0.843 0.619 1.5897657496714e-07 "11" "GNAS"
"TXNDC121" 1.11477486391244e-11 0.444449729006959 0.223 0.102 2.17392246211565e-07 "11" "TXNDC12"
"CDK141" 1.1941120312588e-11 0.434893579418426 0.176 0.071 2.32863787215779e-07 "11" "CDK14"
"SPTSSA2" 1.22747645169841e-11 0.422919976180322 0.32 0.184 2.39370182845708e-07 "11" "SPTSSA"
"PCDH71" 1.28033699682101e-11 0.295924934536627 0.191 0.078 2.49678517750066e-07 "11" "PCDH7"
"BTF32" 1.31224166393868e-11 0.535923299162102 0.339 0.197 2.55900246884681e-07 "11" "BTF3"
"1110065P20RIK1" 1.35390597035056e-11 0.392148529369508 0.15 0.055 2.64025203278063e-07 "11" "1110065P20RIK"
"NFIX1" 1.42843685670104e-11 0.274669868824648 0.235 0.114 2.78559471425269e-07 "11" "NFIX"
"DMD2" 1.43616928587611e-11 0.152315858260704 0.323 0.188 2.800673724387e-07 "11" "DMD"
"ANKRD46" 1.53838343901652e-11 0.454136183293737 0.172 0.069 3.00000154442611e-07 "11" "ANKRD46"
"RPS172" 1.57738461133525e-11 0.376654273410692 0.248 0.109 3.07605773056486e-07 "11" "RPS17"
"HSPE12" 1.6888559452996e-11 0.431090721241824 0.379 0.234 3.29343797892874e-07 "11" "HSPE1"
"TMEM9B1" 1.80229931662994e-11 0.512367387480276 0.257 0.135 3.51466389736005e-07 "11" "TMEM9B"
"COPS5" 1.88574682465838e-11 0.429284028856616 0.235 0.119 3.6773948827663e-07 "11" "COPS5"
"KLHL231" 1.92829315574595e-11 0.451103848376051 0.129 0.043 3.76036448302017e-07 "11" "KLHL23"
"NAP1L43" 1.97358447900895e-11 0.38080072157339 0.439 0.278 3.84868709251535e-07 "11" "NAP1L4"
"POLR2F1" 2.0639714747842e-11 0.469803971531701 0.245 0.129 4.02495077297667e-07 "11" "POLR2F"
"KANK1" 2.14028507322993e-11 0.407223501601219 0.169 0.06 4.17376992130568e-07 "11" "KANK1"
"CUEDC1" 2.29610697592374e-11 0.250733606557032 0.163 0.062 4.47763821374888e-07 "11" "CUEDC1"
"TAGLN31" 2.48716403830433e-11 0.468247249894282 0.166 0.055 4.85021859109726e-07 "11" "TAGLN3"
"PEG31" 2.58249836389225e-11 0.167290448589063 0.223 0.109 5.03613005942627e-07 "11" "PEG3"
"PTOV12" 2.65758278778012e-11 0.500085421102285 0.229 0.111 5.18255219445e-07 "11" "PTOV1"
"CLCN31" 2.70368019250629e-11 0.403766824783155 0.376 0.219 5.27244674340652e-07 "11" "CLCN3"
"GNB43" 2.72553542642013e-11 0.429048145755674 0.216 0.106 5.31506663506189e-07 "11" "GNB4"
"ATP6V0B2" 2.73353582476493e-11 0.314828435545312 0.426 0.269 5.33066821187409e-07 "11" "ATP6V0B"
"PPP3CB" 2.79066520481443e-11 0.360982087906395 0.235 0.119 5.44207621590862e-07 "11" "PPP3CB"
"2700089E24RIK1" 2.81191100054538e-11 0.243404005397921 0.179 0.059 5.48350764216355e-07 "11" "2700089E24RIK"
"CDC1231" 2.98680884806744e-11 0.450620869705524 0.26 0.138 5.82457593461632e-07 "11" "CDC123"
"ZFP37" 3.04491252768136e-11 0.365820961829169 0.138 0.042 5.93788392023142e-07 "11" "ZFP37"
"NDUFV23" 3.14444115710353e-11 0.454185124954287 0.339 0.202 6.13197470046759e-07 "11" "NDUFV2"
"MAP1LC3A2" 3.39628369541608e-11 0.465352181773348 0.229 0.109 6.6230928344309e-07 "11" "MAP1LC3A"
"MT.TC" 3.42373471063894e-11 0.286888009192114 0.157 0.057 6.676625059217e-07 "11" "MT.TC"
"PAFAH1B1" 3.52185000878489e-11 0.401152774908384 0.545 0.367 6.86795970213141e-07 "11" "PAFAH1B1"
"PIGYL" 3.78972649255744e-11 0.454217215992292 0.176 0.073 7.39034563313626e-07 "11" "PIGYL"
"GPX73" 3.87447609415341e-11 0.428474060884757 0.125 0.042 7.55561583120857e-07 "11" "GPX7"
"ABCG12" 4.04301762701562e-11 0.398504761140137 0.226 0.109 7.88428867444317e-07 "11" "ABCG1"
"PCMTD21" 4.09502384179533e-11 0.358552207290169 0.223 0.1 7.98570599388507e-07 "11" "PCMTD2"
"TMEM2081" 4.27116809570367e-11 0.385158630221761 0.245 0.127 8.32920490343172e-07 "11" "TMEM208"
"RPL172" 4.3070644670817e-11 0.131704163508584 0.254 0.122 8.39920641725602e-07 "11" "RPL17"
"TAOK33" 4.35232494042643e-11 0.319702772971938 0.276 0.15 8.48746886632557e-07 "11" "TAOK3"
"CTHRC11" 4.65324878290407e-11 0.356646889787369 0.144 0.049 9.07430045154122e-07 "11" "CTHRC1"
"ETV4" 4.66552584482883e-11 0.372275098949482 0.116 0.03 9.09824195000071e-07 "11" "ETV4"
"MKI67IP1" 4.76996234662445e-11 0.282086076261738 0.144 0.04 9.30190357215234e-07 "11" "MKI67IP"
"CYP2J91" 4.99498807320662e-11 0.280476483494696 0.216 0.096 9.74072624156022e-07 "11" "CYP2J9"
"DIP2C" 5.3900349604054e-11 0.337197420777766 0.11 0.031 1.05111071762866e-06 "11" "DIP2C"
"PPP2CA" 5.53854102489784e-11 0.43631460934758 0.301 0.171 1.08007088526533e-06 "11" "PPP2CA"
"FDFT11" 5.74107899234118e-11 0.357486352674951 0.154 0.055 1.11956781429645e-06 "11" "FDFT1"
"NPAS31" 5.77834633153997e-11 0.266702557596884 0.182 0.074 1.12683531811361e-06 "11" "NPAS3"
"CBX31" 6.14269799396337e-11 0.220965343619747 0.282 0.159 1.1978875358028e-06 "11" "CBX3"
"MSMO1" 6.15818513270012e-11 0.541515370536561 0.144 0.082 1.20090768272785e-06 "11" "MSMO1"
"PCBP13" 6.73768248861272e-11 0.472641689980463 0.364 0.232 1.31391546210437e-06 "11" "PCBP1"
"PDE4D" 6.92250666420741e-11 0.363574616376565 0.11 0.027 1.34995802458709e-06 "11" "PDE4D"
"SET2" 7.18248138312953e-11 0.306868128807267 0.426 0.274 1.40065569452409e-06 "11" "SET"
"EHD1" 7.47619933978931e-11 0.369178361436747 0.107 0.039 1.45793363325231e-06 "11" "EHD1"
"SPCS13" 7.69486749205567e-11 0.432641330400034 0.379 0.237 1.50057610962578e-06 "11" "SPCS1"
"RPL302" 7.85385016103838e-11 0.259520653791631 0.204 0.089 1.53157931990409e-06 "11" "RPL30"
"RIMKLB" 8.40622278071885e-11 0.301492464257034 0.11 0.027 1.63929750446798e-06 "11" "RIMKLB"
"2210016L21RIK1" 8.5360236581892e-11 0.39750440492636 0.273 0.144 1.66460997358348e-06 "11" "2210016L21RIK"
"CHTOP" 9.77146357776799e-11 0.356119829114778 0.194 0.091 1.90553311230054e-06 "11" "CHTOP"
"SNX27" 9.80029136069849e-11 0.366069124525366 0.191 0.083 1.91115481824981e-06 "11" "SNX27"
"PRMT2" 9.82033644273485e-11 0.301558205152837 0.116 0.034 1.91506380969772e-06 "11" "PRMT2"
"CD2002" 1.07458282322198e-10 0.389675029733537 0.21 0.1 2.09554396356519e-06 "11" "CD200"
"ICK1" 1.09318814883923e-10 0.291190652501105 0.144 0.054 2.13182620905138e-06 "11" "ICK"
"AP2M1" 1.13339413839742e-10 0.423705966650847 0.169 0.076 2.21023190928882e-06 "11" "AP2M1"
"MAP1LC3B2" 1.14563213996487e-10 0.393925997441934 0.351 0.211 2.23409723614549e-06 "11" "MAP1LC3B"
"HMGB31" 1.14579215463211e-10 0.355888468524491 0.15 0.058 2.23440928074808e-06 "11" "HMGB3"
"CLTB2" 1.2294885003459e-10 0.443594904030828 0.216 0.104 2.39762552452454e-06 "11" "CLTB"
"DYNC1LI21" 1.2529036705052e-10 0.422223544094054 0.276 0.145 2.44328744785218e-06 "11" "DYNC1LI2"
"CDH10" 1.25662124448084e-10 0.220706419525919 0.125 0.04 2.45053708886209e-06 "11" "CDH10"
"STRBP2" 1.34357583004309e-10 0.275857807878695 0.295 0.166 2.62010722616703e-06 "11" "STRBP"
"FKBP1A2" 1.39403739235125e-10 0.339209250359122 0.326 0.201 2.71851231882416e-06 "11" "FKBP1A"
"ARPP211" 1.45108124085229e-10 0.385775523572384 0.144 0.046 2.82975352778605e-06 "11" "ARPP21"
"EIF4G23" 1.45518603209333e-10 0.384735444020756 0.511 0.344 2.8377582811852e-06 "11" "EIF4G2"
"EIF3D3" 1.46840979719174e-10 0.440095309631521 0.329 0.208 2.86354594550362e-06 "11" "EIF3D"
